Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=5.5 galactic dust with C/H = b_C = 30.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
1.413E+02 0.0203 -0.1003 4.119E-25 2.244E+01
1.421E+02 0.0204 -0.1040 4.015E-25 2.187E+01
1.429E+02 0.0204 -0.1076 3.917E-25 2.134E+01
1.437E+02 0.0204 -0.1110 3.827E-25 2.085E+01
1.445E+02 0.0203 -0.1143 3.742E-25 2.039E+01
1.454E+02 0.0203 -0.1174 3.664E-25 1.996E+01
1.462E+02 0.0202 -0.1204 3.590E-25 1.956E+01
1.471E+02 0.0201 -0.1232 3.521E-25 1.918E+01
1.479E+02 0.0200 -0.1258 3.455E-25 1.883E+01
1.488E+02 0.0199 -0.1283 3.393E-25 1.850E+01
1.496E+02 0.0197 -0.1307 3.335E-25 1.818E+01
1.505E+02 0.0196 -0.1330 3.279E-25 1.788E+01
1.514E+02 0.0194 -0.1351 3.225E-25 1.759E+01
1.522E+02 0.0193 -0.1372 3.174E-25 1.731E+01
1.531E+02 0.0191 -0.1391 3.125E-25 1.704E+01
1.540E+02 0.0190 -0.1409 3.077E-25 1.679E+01
1.549E+02 0.0188 -0.1427 3.031E-25 1.654E+01
1.558E+02 0.0186 -0.1444 2.986E-25 1.630E+01
1.567E+02 0.0185 -0.1460 2.943E-25 1.606E+01
1.576E+02 0.0183 -0.1475 2.901E-25 1.584E+01
1.585E+02 0.0181 -0.1490 2.860E-25 1.562E+01
1.594E+02 0.0179 -0.1504 2.820E-25 1.540E+01
1.603E+02 0.0178 -0.1517 2.782E-25 1.519E+01
1.613E+02 0.0176 -0.1530 2.744E-25 1.499E+01
1.622E+02 0.0174 -0.1543 2.707E-25 1.479E+01
1.631E+02 0.0172 -0.1555 2.670E-25 1.459E+01
1.641E+02 0.0171 -0.1566 2.635E-25 1.440E+01
1.650E+02 0.0169 -0.1577 2.600E-25 1.422E+01
1.660E+02 0.0167 -0.1588 2.566E-25 1.403E+01
1.669E+02 0.0165 -0.1598 2.533E-25 1.385E+01
1.679E+02 0.0164 -0.1608 2.500E-25 1.368E+01
1.688E+02 0.0162 -0.1618 2.468E-25 1.350E+01
1.698E+02 0.0160 -0.1627 2.437E-25 1.333E+01
1.708E+02 0.0158 -0.1636 2.406E-25 1.317E+01
1.718E+02 0.0157 -0.1645 2.375E-25 1.300E+01
1.728E+02 0.0155 -0.1654 2.345E-25 1.284E+01
1.738E+02 0.0153 -0.1662 2.316E-25 1.268E+01
1.748E+02 0.0152 -0.1670 2.287E-25 1.252E+01
1.758E+02 0.0150 -0.1678 2.259E-25 1.237E+01
1.768E+02 0.0148 -0.1685 2.231E-25 1.222E+01
1.778E+02 0.0147 -0.1693 2.203E-25 1.207E+01
1.789E+02 0.0145 -0.1700 2.176E-25 1.192E+01
1.799E+02 0.0144 -0.1707 2.149E-25 1.178E+01
1.809E+02 0.0142 -0.1713 2.123E-25 1.164E+01
1.820E+02 0.0140 -0.1720 2.097E-25 1.150E+01
1.830E+02 0.0139 -0.1726 2.071E-25 1.136E+01
1.841E+02 0.0137 -0.1732 2.046E-25 1.122E+01
1.851E+02 0.0136 -0.1739 2.021E-25 1.109E+01
1.862E+02 0.0134 -0.1744 1.997E-25 1.095E+01
1.873E+02 0.0133 -0.1750 1.972E-25 1.082E+01
1.884E+02 0.0131 -0.1756 1.949E-25 1.069E+01
1.895E+02 0.0130 -0.1761 1.925E-25 1.057E+01
1.905E+02 0.0128 -0.1767 1.902E-25 1.044E+01
1.916E+02 0.0127 -0.1772 1.879E-25 1.032E+01
1.928E+02 0.0126 -0.1777 1.857E-25 1.019E+01
1.939E+02 0.0124 -0.1782 1.834E-25 1.007E+01
1.950E+02 0.0123 -0.1787 1.812E-25 9.955E+00
1.961E+02 0.0121 -0.1792 1.791E-25 9.837E+00
1.972E+02 0.0120 -0.1796 1.769E-25 9.721E+00
1.984E+02 0.0119 -0.1801 1.748E-25 9.607E+00
1.995E+02 0.0117 -0.1805 1.728E-25 9.494E+00
2.007E+02 0.0116 -0.1810 1.707E-25 9.383E+00
2.018E+02 0.0115 -0.1814 1.687E-25 9.273E+00
2.030E+02 0.0113 -0.1818 1.667E-25 9.164E+00
2.042E+02 0.0112 -0.1822 1.647E-25 9.057E+00
2.054E+02 0.0111 -0.1826 1.628E-25 8.951E+00
2.065E+02 0.0109 -0.1830 1.608E-25 8.846E+00
2.077E+02 0.0108 -0.1834 1.589E-25 8.743E+00
2.089E+02 0.0107 -0.1838 1.571E-25 8.641E+00
2.101E+02 0.0106 -0.1841 1.552E-25 8.540E+00
2.113E+02 0.0105 -0.1845 1.534E-25 8.440E+00
2.126E+02 0.0103 -0.1849 1.516E-25 8.342E+00
2.138E+02 0.0102 -0.1852 1.498E-25 8.245E+00
2.150E+02 0.0101 -0.1855 1.480E-25 8.149E+00
2.163E+02 0.0100 -0.1859 1.463E-25 8.055E+00
2.175E+02 0.0099 -0.1862 1.446E-25 7.961E+00
2.188E+02 0.0098 -0.1865 1.429E-25 7.869E+00
2.200E+02 0.0096 -0.1868 1.412E-25 7.778E+00
2.213E+02 0.0095 -0.1872 1.396E-25 7.688E+00
2.226E+02 0.0094 -0.1875 1.380E-25 7.599E+00
2.239E+02 0.0093 -0.1878 1.363E-25 7.511E+00
2.252E+02 0.0092 -0.1880 1.348E-25 7.424E+00
2.265E+02 0.0091 -0.1883 1.332E-25 7.339E+00
2.278E+02 0.0090 -0.1886 1.316E-25 7.254E+00
2.291E+02 0.0089 -0.1889 1.301E-25 7.171E+00
2.304E+02 0.0088 -0.1892 1.286E-25 7.088E+00
2.317E+02 0.0087 -0.1894 1.271E-25 7.007E+00
2.331E+02 0.0086 -0.1897 1.256E-25 6.927E+00
2.344E+02 0.0085 -0.1900 1.242E-25 6.847E+00
2.358E+02 0.0084 -0.1902 1.228E-25 6.769E+00
2.371E+02 0.0083 -0.1905 1.213E-25 6.691E+00
2.385E+02 0.0082 -0.1907 1.199E-25 6.615E+00
2.399E+02 0.0081 -0.1910 1.186E-25 6.539E+00
2.413E+02 0.0080 -0.1912 1.172E-25 6.463E+00
2.427E+02 0.0079 -0.1914 1.158E-25 6.387E+00
2.441E+02 0.0078 -0.1917 1.144E-25 6.312E+00
2.455E+02 0.0077 -0.1919 1.130E-25 6.237E+00
2.469E+02 0.0077 -0.1921 1.117E-25 6.163E+00
2.483E+02 0.0076 -0.1923 1.103E-25 6.090E+00
2.497E+02 0.0075 -0.1925 1.090E-25 6.017E+00
2.512E+02 0.0074 -0.1928 1.077E-25 5.943E+00
2.526E+02 0.0073 -0.1930 1.063E-25 5.869E+00
2.541E+02 0.0072 -0.1932 1.050E-25 5.796E+00
2.556E+02 0.0072 -0.1934 1.037E-25 5.723E+00
2.570E+02 0.0071 -0.1936 1.024E-25 5.651E+00
2.585E+02 0.0070 -0.1938 1.011E-25 5.581E+00
2.600E+02 0.0069 -0.1940 9.979E-26 5.510E+00
2.615E+02 0.0069 -0.1942 9.853E-26 5.441E+00
2.630E+02 0.0068 -0.1943 9.728E-26 5.373E+00
2.645E+02 0.0067 -0.1945 9.606E-26 5.305E+00
2.661E+02 0.0067 -0.1947 9.485E-26 5.239E+00
2.676E+02 0.0066 -0.1949 9.366E-26 5.174E+00
2.692E+02 0.0065 -0.1951 9.249E-26 5.109E+00
2.707E+02 0.0065 -0.1952 9.133E-26 5.046E+00
2.723E+02 0.0064 -0.1954 9.020E-26 4.983E+00
2.738E+02 0.0063 -0.1956 8.908E-26 4.922E+00
2.754E+02 0.0062 -0.1957 8.797E-26 4.861E+00
2.770E+02 0.0062 -0.1959 8.689E-26 4.802E+00
2.786E+02 0.0061 -0.1961 8.582E-26 4.743E+00
2.802E+02 0.0060 -0.1962 8.476E-26 4.685E+00
2.818E+02 0.0060 -0.1964 8.372E-26 4.628E+00
2.835E+02 0.0059 -0.1965 8.270E-26 4.571E+00
2.851E+02 0.0059 -0.1967 8.169E-26 4.516E+00
2.867E+02 0.0058 -0.1968 8.069E-26 4.461E+00
2.884E+02 0.0057 -0.1970 7.971E-26 4.407E+00
2.901E+02 0.0057 -0.1971 7.874E-26 4.354E+00
2.917E+02 0.0056 -0.1973 7.779E-26 4.301E+00
2.934E+02 0.0055 -0.1974 7.685E-26 4.249E+00
2.951E+02 0.0055 -0.1976 7.592E-26 4.198E+00
2.968E+02 0.0054 -0.1977 7.500E-26 4.148E+00
2.985E+02 0.0054 -0.1978 7.410E-26 4.098E+00
3.003E+02 0.0053 -0.1980 7.321E-26 4.049E+00
3.020E+02 0.0052 -0.1981 7.233E-26 4.001E+00
3.037E+02 0.0052 -0.1982 7.146E-26 3.953E+00
3.055E+02 0.0051 -0.1984 7.061E-26 3.906E+00
3.073E+02 0.0051 -0.1985 6.977E-26 3.860E+00
3.090E+02 0.0050 -0.1986 6.894E-26 3.814E+00
3.108E+02 0.0050 -0.1987 6.812E-26 3.769E+00
3.126E+02 0.0049 -0.1988 6.731E-26 3.724E+00
3.144E+02 0.0048 -0.1990 6.651E-26 3.680E+00
3.162E+02 0.0048 -0.1991 6.572E-26 3.637E+00
3.181E+02 0.0047 -0.1992 6.495E-26 3.594E+00
3.199E+02 0.0047 -0.1993 6.418E-26 3.552E+00
3.217E+02 0.0046 -0.1994 6.343E-26 3.511E+00
3.236E+02 0.0046 -0.1995 6.268E-26 3.470E+00
3.255E+02 0.0045 -0.1996 6.195E-26 3.429E+00
3.273E+02 0.0045 -0.1998 6.122E-26 3.389E+00
3.292E+02 0.0044 -0.1999 6.051E-26 3.350E+00
3.311E+02 0.0044 -0.2000 5.981E-26 3.311E+00
3.330E+02 0.0043 -0.2001 5.911E-26 3.273E+00
3.350E+02 0.0043 -0.2002 5.842E-26 3.235E+00
3.369E+02 0.0042 -0.2003 5.775E-26 3.198E+00
3.388E+02 0.0042 -0.2004 5.708E-26 3.161E+00
3.408E+02 0.0041 -0.2005 5.642E-26 3.124E+00
3.428E+02 0.0041 -0.2006 5.577E-26 3.089E+00
3.447E+02 0.0040 -0.2007 5.513E-26 3.053E+00
3.467E+02 0.0040 -0.2008 5.450E-26 3.018E+00
3.487E+02 0.0039 -0.2008 5.387E-26 2.984E+00
3.508E+02 0.0039 -0.2009 5.326E-26 2.950E+00
3.528E+02 0.0039 -0.2010 5.265E-26 2.916E+00
3.548E+02 0.0038 -0.2011 5.205E-26 2.883E+00
3.569E+02 0.0038 -0.2012 5.146E-26 2.851E+00
3.589E+02 0.0037 -0.2013 5.088E-26 2.819E+00
3.610E+02 0.0037 -0.2014 5.030E-26 2.787E+00
3.631E+02 0.0036 -0.2015 4.973E-26 2.755E+00
3.652E+02 0.0036 -0.2015 4.917E-26 2.725E+00
3.673E+02 0.0036 -0.2016 4.862E-26 2.694E+00
3.694E+02 0.0035 -0.2017 4.808E-26 2.664E+00
3.715E+02 0.0035 -0.2018 4.754E-26 2.634E+00
3.737E+02 0.0034 -0.2019 4.701E-26 2.605E+00
3.758E+02 0.0034 -0.2019 4.648E-26 2.576E+00
3.780E+02 0.0033 -0.2020 4.597E-26 2.547E+00
3.802E+02 0.0033 -0.2021 4.546E-26 2.519E+00
3.824E+02 0.0033 -0.2022 4.495E-26 2.491E+00
3.846E+02 0.0032 -0.2023 4.445E-26 2.464E+00
3.868E+02 0.0032 -0.2023 4.396E-26 2.437E+00
3.890E+02 0.0032 -0.2024 4.348E-26 2.410E+00
3.913E+02 0.0031 -0.2025 4.300E-26 2.384E+00
3.936E+02 0.0031 -0.2025 4.253E-26 2.358E+00
3.958E+02 0.0030 -0.2026 4.207E-26 2.332E+00
3.981E+02 0.0030 -0.2027 4.161E-26 2.307E+00
4.004E+02 0.0030 -0.2027 4.115E-26 2.282E+00
4.027E+02 0.0029 -0.2028 4.071E-26 2.257E+00
4.050E+02 0.0029 -0.2029 4.027E-26 2.233E+00
4.074E+02 0.0029 -0.2029 3.983E-26 2.209E+00
4.097E+02 0.0028 -0.2030 3.940E-26 2.185E+00
4.121E+02 0.0028 -0.2031 3.898E-26 2.161E+00
4.145E+02 0.0028 -0.2031 3.856E-26 2.138E+00
4.169E+02 0.0027 -0.2032 3.815E-26 2.115E+00
4.193E+02 0.0027 -0.2033 3.774E-26 2.093E+00
4.217E+02 0.0027 -0.2033 3.734E-26 2.071E+00
4.241E+02 0.0026 -0.2034 3.694E-26 2.049E+00
4.266E+02 0.0026 -0.2034 3.655E-26 2.027E+00
4.290E+02 0.0026 -0.2035 3.616E-26 2.006E+00
4.315E+02 0.0025 -0.2035 3.578E-26 1.984E+00
4.340E+02 0.0025 -0.2036 3.540E-26 1.964E+00
4.365E+02 0.0025 -0.2037 3.503E-26 1.943E+00
4.390E+02 0.0024 -0.2037 3.466E-26 1.923E+00
4.416E+02 0.0024 -0.2038 3.430E-26 1.903E+00
4.441E+02 0.0024 -0.2038 3.394E-26 1.883E+00
4.467E+02 0.0023 -0.2039 3.359E-26 1.863E+00
4.493E+02 0.0023 -0.2039 3.324E-26 1.844E+00
4.519E+02 0.0023 -0.2040 3.289E-26 1.825E+00
4.545E+02 0.0023 -0.2040 3.255E-26 1.806E+00
4.571E+02 0.0022 -0.2041 3.222E-26 1.787E+00
4.597E+02 0.0022 -0.2041 3.188E-26 1.769E+00
4.624E+02 0.0022 -0.2042 3.155E-26 1.751E+00
4.651E+02 0.0021 -0.2042 3.123E-26 1.733E+00
4.677E+02 0.0021 -0.2043 3.091E-26 1.715E+00
4.704E+02 0.0021 -0.2043 3.059E-26 1.698E+00
4.732E+02 0.0021 -0.2044 3.028E-26 1.680E+00
4.759E+02 0.0020 -0.2044 2.997E-26 1.663E+00
4.786E+02 0.0020 -0.2045 2.967E-26 1.647E+00
4.814E+02 0.0020 -0.2045 2.937E-26 1.630E+00
4.842E+02 0.0020 -0.2046 2.907E-26 1.613E+00
4.870E+02 0.0019 -0.2046 2.878E-26 1.597E+00
4.898E+02 0.0019 -0.2046 2.849E-26 1.581E+00
4.926E+02 0.0019 -0.2047 2.820E-26 1.565E+00
4.955E+02 0.0019 -0.2047 2.792E-26 1.550E+00
4.983E+02 0.0018 -0.2048 2.764E-26 1.534E+00
5.012E+02 0.0018 -0.2048 2.737E-26 1.519E+00
5.041E+02 0.0018 -0.2048 2.710E-26 1.504E+00
5.070E+02 0.0018 -0.2049 2.683E-26 1.489E+00
5.099E+02 0.0017 -0.2049 2.656E-26 1.474E+00
5.129E+02 0.0017 -0.2050 2.630E-26 1.460E+00
5.158E+02 0.0017 -0.2050 2.604E-26 1.446E+00
5.188E+02 0.0017 -0.2050 2.579E-26 1.431E+00
5.218E+02 0.0017 -0.2051 2.553E-26 1.417E+00
5.248E+02 0.0016 -0.2051 2.528E-26 1.404E+00
5.278E+02 0.0016 -0.2052 2.504E-26 1.390E+00
5.309E+02 0.0016 -0.2052 2.479E-26 1.376E+00
5.339E+02 0.0016 -0.2052 2.455E-26 1.363E+00
5.370E+02 0.0015 -0.2053 2.432E-26 1.350E+00
5.401E+02 0.0015 -0.2053 2.408E-26 1.337E+00
5.433E+02 0.0015 -0.2053 2.385E-26 1.324E+00
5.464E+02 0.0015 -0.2054 2.362E-26 1.311E+00
5.495E+02 0.0015 -0.2054 2.339E-26 1.299E+00
5.527E+02 0.0014 -0.2054 2.317E-26 1.287E+00
5.559E+02 0.0014 -0.2055 2.295E-26 1.274E+00
5.591E+02 0.0014 -0.2055 2.273E-26 1.262E+00
5.623E+02 0.0014 -0.2055 2.252E-26 1.250E+00
5.656E+02 0.0014 -0.2056 2.230E-26 1.238E+00
5.689E+02 0.0014 -0.2056 2.209E-26 1.227E+00
5.721E+02 0.0013 -0.2056 2.188E-26 1.215E+00
5.754E+02 0.0013 -0.2056 2.168E-26 1.204E+00
5.788E+02 0.0013 -0.2057 2.148E-26 1.193E+00
5.821E+02 0.0013 -0.2057 2.128E-26 1.182E+00
5.855E+02 0.0013 -0.2057 2.108E-26 1.171E+00
5.888E+02 0.0012 -0.2058 2.088E-26 1.160E+00
5.922E+02 0.0012 -0.2058 2.069E-26 1.149E+00
5.957E+02 0.0012 -0.2058 2.050E-26 1.138E+00
5.991E+02 0.0012 -0.2058 2.031E-26 1.128E+00
6.026E+02 0.0012 -0.2059 2.012E-26 1.118E+00
6.060E+02 0.0012 -0.2059 1.994E-26 1.107E+00
6.095E+02 0.0011 -0.2059 1.976E-26 1.097E+00
6.131E+02 0.0011 -0.2060 1.958E-26 1.087E+00
6.166E+02 0.0011 -0.2060 1.940E-26 1.077E+00
6.202E+02 0.0011 -0.2060 1.922E-26 1.068E+00
6.237E+02 0.0011 -0.2060 1.905E-26 1.058E+00
6.273E+02 0.0011 -0.2061 1.888E-26 1.049E+00
6.310E+02 0.0011 -0.2061 1.871E-26 1.039E+00
6.346E+02 0.0010 -0.2061 1.854E-26 1.030E+00
6.383E+02 0.0010 -0.2061 1.837E-26 1.021E+00
6.419E+02 0.0010 -0.2061 1.821E-26 1.012E+00
6.457E+02 0.0010 -0.2062 1.805E-26 1.003E+00
6.494E+02 0.0010 -0.2062 1.789E-26 9.936E-01
6.531E+02 0.0010 -0.2062 1.773E-26 9.849E-01
6.569E+02 0.0010 -0.2062 1.757E-26 9.762E-01
6.607E+02 0.0009 -0.2063 1.742E-26 9.676E-01
6.645E+02 0.0009 -0.2063 1.727E-26 9.592E-01
6.683E+02 0.0009 -0.2063 1.712E-26 9.509E-01
6.722E+02 0.0009 -0.2063 1.697E-26 9.427E-01
6.761E+02 0.0009 -0.2063 1.682E-26 9.345E-01
6.800E+02 0.0009 -0.2064 1.668E-26 9.265E-01
6.839E+02 0.0009 -0.2064 1.653E-26 9.185E-01
6.879E+02 0.0009 -0.2064 1.639E-26 9.106E-01
6.918E+02 0.0008 -0.2064 1.625E-26 9.027E-01
6.958E+02 0.0008 -0.2064 1.611E-26 8.950E-01
6.998E+02 0.0008 -0.2065 1.597E-26 8.873E-01
7.039E+02 0.0008 -0.2065 1.583E-26 8.798E-01
7.079E+02 0.0008 -0.2065 1.570E-26 8.723E-01
7.120E+02 0.0008 -0.2065 1.557E-26 8.649E-01
7.161E+02 0.0008 -0.2065 1.543E-26 8.575E-01
7.203E+02 0.0008 -0.2066 1.530E-26 8.503E-01
7.244E+02 0.0007 -0.2066 1.517E-26 8.431E-01
7.286E+02 0.0007 -0.2066 1.505E-26 8.360E-01
7.328E+02 0.0007 -0.2066 1.492E-26 8.290E-01
7.371E+02 0.0007 -0.2066 1.479E-26 8.221E-01
7.413E+02 0.0007 -0.2066 1.467E-26 8.152E-01
7.456E+02 0.0007 -0.2067 1.455E-26 8.084E-01
7.499E+02 0.0007 -0.2067 1.443E-26 8.017E-01
7.542E+02 0.0007 -0.2067 1.431E-26 7.951E-01
7.586E+02 0.0007 -0.2067 1.419E-26 7.886E-01
7.630E+02 0.0007 -0.2067 1.407E-26 7.821E-01
7.674E+02 0.0006 -0.2067 1.396E-26 7.757E-01
7.718E+02 0.0006 -0.2068 1.384E-26 7.693E-01
7.762E+02 0.0006 -0.2068 1.373E-26 7.630E-01
7.807E+02 0.0006 -0.2068 1.362E-26 7.568E-01
7.852E+02 0.0006 -0.2068 1.351E-26 7.506E-01
7.898E+02 0.0006 -0.2068 1.340E-26 7.445E-01
7.943E+02 0.0006 -0.2068 1.329E-26 7.385E-01
7.989E+02 0.0006 -0.2068 1.318E-26 7.325E-01
8.035E+02 0.0006 -0.2069 1.307E-26 7.266E-01
8.082E+02 0.0006 -0.2069 1.297E-26 7.207E-01
8.128E+02 0.0006 -0.2069 1.286E-26 7.149E-01
8.175E+02 0.0005 -0.2069 1.276E-26 7.092E-01
8.222E+02 0.0005 -0.2069 1.266E-26 7.035E-01
8.270E+02 0.0005 -0.2069 1.256E-26 6.978E-01
8.318E+02 0.0005 -0.2069 1.246E-26 6.923E-01
8.366E+02 0.0005 -0.2069 1.236E-26 6.867E-01
8.414E+02 0.0005 -0.2070 1.226E-26 6.813E-01
8.463E+02 0.0005 -0.2070 1.216E-26 6.758E-01
8.511E+02 0.0005 -0.2070 1.206E-26 6.705E-01
8.561E+02 0.0005 -0.2070 1.197E-26 6.652E-01
8.610E+02 0.0005 -0.2070 1.187E-26 6.599E-01
8.660E+02 0.0005 -0.2070 1.178E-26 6.547E-01
8.710E+02 0.0005 -0.2070 1.169E-26 6.495E-01
8.760E+02 0.0005 -0.2070 1.159E-26 6.444E-01
8.810E+02 0.0004 -0.2070 1.150E-26 6.393E-01
8.861E+02 0.0004 -0.2071 1.141E-26 6.343E-01
8.913E+02 0.0004 -0.2071 1.132E-26 6.294E-01
8.964E+02 0.0004 -0.2071 1.123E-26 6.244E-01
9.016E+02 0.0004 -0.2071 1.115E-26 6.196E-01
9.068E+02 0.0004 -0.2071 1.106E-26 6.147E-01
9.120E+02 0.0004 -0.2071 1.097E-26 6.100E-01
9.173E+02 0.0004 -0.2071 1.089E-26 6.052E-01
9.226E+02 0.0004 -0.2071 1.080E-26 6.005E-01
9.279E+02 0.0004 -0.2071 1.072E-26 5.959E-01
9.333E+02 0.0004 -0.2071 1.064E-26 5.913E-01
9.386E+02 0.0004 -0.2071 1.056E-26 5.867E-01
9.441E+02 0.0004 -0.2072 1.047E-26 5.822E-01
9.495E+02 0.0004 -0.2072 1.039E-26 5.778E-01
9.550E+02 0.0004 -0.2072 1.031E-26 5.734E-01
9.605E+02 0.0004 -0.2072 1.024E-26 5.690E-01
9.661E+02 0.0004 -0.2072 1.016E-26 5.647E-01
9.716E+02 0.0003 -0.2072 1.008E-26 5.604E-01
9.772E+02 0.0003 -0.2072 1.000E-26 5.561E-01
9.829E+02 0.0003 -0.2072 9.929E-27 5.519E-01
9.886E+02 0.0003 -0.2072 9.854E-27 5.477E-01
9.943E+02 0.0003 -0.2072 9.779E-27 5.436E-01
1.000E+03 0.0003 -0.2072 9.706E-27 5.395E-01
1.006E+03 0.0003 -0.2072 9.633E-27 5.355E-01
1.012E+03 0.0003 -0.2072 9.562E-27 5.315E-01
1.017E+03 0.0003 -0.2072 9.490E-27 5.276E-01
1.023E+03 0.0003 -0.2073 9.420E-27 5.237E-01
1.029E+03 0.0003 -0.2073 9.350E-27 5.198E-01
1.035E+03 0.0003 -0.2073 9.281E-27 5.159E-01
1.041E+03 0.0003 -0.2073 9.213E-27 5.121E-01
1.047E+03 0.0003 -0.2073 9.145E-27 5.084E-01
1.053E+03 0.0003 -0.2073 9.078E-27 5.046E-01
1.059E+03 0.0003 -0.2073 9.011E-27 5.009E-01
1.065E+03 0.0003 -0.2073 8.945E-27 4.973E-01
1.072E+03 0.0003 -0.2073 8.880E-27 4.937E-01
1.078E+03 0.0003 -0.2073 8.816E-27 4.901E-01
1.084E+03 0.0003 -0.2073 8.752E-27 4.865E-01
1.090E+03 0.0003 -0.2073 8.688E-27 4.830E-01
1.096E+03 0.0002 -0.2073 8.625E-27 4.795E-01
1.103E+03 0.0002 -0.2073 8.563E-27 4.761E-01
1.109E+03 0.0002 -0.2073 8.502E-27 4.726E-01
1.116E+03 0.0002 -0.2073 8.441E-27 4.692E-01
1.122E+03 0.0002 -0.2073 8.380E-27 4.659E-01
1.128E+03 0.0002 -0.2073 8.320E-27 4.626E-01
1.135E+03 0.0002 -0.2073 8.261E-27 4.593E-01
1.142E+03 0.0002 -0.2073 8.203E-27 4.560E-01
1.148E+03 0.0002 -0.2073 8.144E-27 4.528E-01
1.155E+03 0.0002 -0.2073 8.087E-27 4.496E-01
1.161E+03 0.0002 -0.2074 8.030E-27 4.464E-01
1.168E+03 0.0002 -0.2074 7.973E-27 4.433E-01
1.175E+03 0.0002 -0.2074 7.917E-27 4.402E-01
1.182E+03 0.0002 -0.2074 7.862E-27 4.371E-01
1.189E+03 0.0002 -0.2074 7.807E-27 4.340E-01
1.195E+03 0.0002 -0.2074 7.753E-27 4.310E-01
1.202E+03 0.0002 -0.2074 7.699E-27 4.280E-01
1.209E+03 0.0002 -0.2074 7.646E-27 4.251E-01
1.216E+03 0.0002 -0.2074 7.593E-27 4.221E-01
1.223E+03 0.0002 -0.2074 7.540E-27 4.192E-01
1.230E+03 0.0002 -0.2074 7.488E-27 4.163E-01
1.237E+03 0.0002 -0.2074 7.437E-27 4.135E-01
1.245E+03 0.0002 -0.2074 7.386E-27 4.106E-01
1.252E+03 0.0002 -0.2074 7.336E-27 4.078E-01
1.259E+03 0.0002 -0.2074 7.286E-27 4.051E-01
1.266E+03 0.0002 -0.2074 7.236E-27 4.023E-01
1.274E+03 0.0002 -0.2074 7.187E-27 3.996E-01
1.281E+03 0.0002 -0.2074 7.139E-27 3.969E-01
1.288E+03 0.0002 -0.2074 7.091E-27 3.942E-01
1.296E+03 0.0002 -0.2074 7.043E-27 3.916E-01
1.303E+03 0.0002 -0.2074 6.996E-27 3.890E-01
1.311E+03 0.0002 -0.2074 6.949E-27 3.864E-01
1.318E+03 0.0001 -0.2074 6.903E-27 3.838E-01
1.326E+03 0.0001 -0.2074 6.857E-27 3.812E-01
1.334E+03 0.0001 -0.2074 6.811E-27 3.787E-01
1.341E+03 0.0001 -0.2074 6.766E-27 3.762E-01
1.349E+03 0.0001 -0.2074 6.722E-27 3.737E-01
1.357E+03 0.0001 -0.2074 6.678E-27 3.713E-01
1.365E+03 0.0001 -0.2074 6.634E-27 3.688E-01
1.372E+03 0.0001 -0.2074 6.590E-27 3.664E-01
1.380E+03 0.0001 -0.2074 6.547E-27 3.640E-01
1.388E+03 0.0001 -0.2074 6.505E-27 3.617E-01
1.396E+03 0.0001 -0.2074 6.462E-27 3.593E-01
1.404E+03 0.0001 -0.2074 6.421E-27 3.570E-01
1.413E+03 0.0001 -0.2074 6.379E-27 3.547E-01
1.421E+03 0.0001 -0.2074 6.338E-27 3.524E-01
1.429E+03 0.0001 -0.2074 6.297E-27 3.501E-01
1.437E+03 0.0001 -0.2074 6.257E-27 3.479E-01
1.445E+03 0.0001 -0.2074 6.217E-27 3.457E-01
1.454E+03 0.0001 -0.2074 6.178E-27 3.435E-01
1.462E+03 0.0001 -0.2074 6.138E-27 3.413E-01
1.471E+03 0.0001 -0.2074 6.099E-27 3.391E-01
1.479E+03 0.0001 -0.2074 6.061E-27 3.370E-01
1.488E+03 0.0001 -0.2074 6.023E-27 3.349E-01
1.496E+03 0.0001 -0.2074 5.985E-27 3.328E-01
1.505E+03 0.0001 -0.2074 5.948E-27 3.307E-01
